batter,batter_id,slot,bat_side,team,pitcher,pitcher_team,pitch_hand,game,game_time_ct,lineup_source,avg_vs_hand,avg_vs_hand_source,barrel_pct,hard_hit_pct,xwoba,xba,hits_score,hr_rbi_score,hits_thin_sample,expected_k_pct,rank
Jeremy Peña,665161,1,R,HOU,Nathan Eovaldi,TEX,R,TEX@HOU,7:15 PM CT,official,0.32275132275132273,vs_rhp,5.6,40.5,0.353,0.3,59.309194775132276,56.15600363756614,False,23.541692663060484,29
Michael Harris II,671739,5,L,ATL,Foster Griffin,WSH,L,WSH@ATL,6:15 PM CT,official,0.2789115646258503,vs_lhp,11.7,48.9,0.352,0.292,59.27396896258503,59.52776573129252,False,19.440815447281842,30
Dominic Canzone,686527,3,L,SEA,Zebby Matthews,MIN,R,MIN@SEA,9:10 PM CT,prior:2026-07-30,0.25957446808510637,vs_rhp,14.8,48.1,0.375,0.276,59.20900930851064,61.02466090425531,False,21.176958617918842,31
CJ Abrams,682928,4,L,WSH,Bryce Elder,ATL,R,WSH@ATL,6:15 PM CT,official,0.3014705882352941,vs_rhp,11.1,42.2,0.349,0.259,58.975183823529406,57.2629044117647,False,16.196817636727687,32
Jonathan Aranda,666018,2,L,TB,Erick Fedde,CWS,R,CWS@TB,6:10 PM CT,official,0.29454545454545455,vs_rhp,10.3,45.0,0.357,0.263,58.873920454545456,57.72539772727273,False,17.399896467836893,33
Ryan Jeffers,680777,2,R,MIN,Bryce Miller,SEA,R,MIN@SEA,9:10 PM CT,prior:2026-07-30,0.28431372549019607,vs_rhp,12.8,40.6,0.375,0.261,58.868872549019606,58.600686274509805,False,20.97585397795482,34
Jackson Merrill,701538,5,L,SD,Carson Whisenhunt,SF,L,SF@SD,8:45 PM CT,official,0.3055555555555556,vs_lhp,10.7,46.6,0.322,0.253,58.81055555555556,56.58777777777778,False,22.591952309985096,35
Jesús Sánchez,660821,7,L,TOR,Kyle Leahy,STL,R,STL@TOR,6:07 PM CT,official,0.2925531914893617,vs_rhp,10.8,46.7,0.335,0.277,58.706256648936176,57.60422207446809,False,22.345385040347768,36
Garrett Mitchell,669003,6,L,MIL,Ryan Johnson,LAA,R,MIL@LAA,8:38 PM CT,prior:2026-07-29,0.2711864406779661,vs_rhp,13.7,49.2,0.351,0.259,58.657394067796616,59.24307203389831,False,26.167505720823797,37
Jo Adell,666176,5,R,LAA,Shane Drohan,MIL,L,MIL@LAA,8:38 PM CT,prior:2026-07-29,0.3130434782608696,vs_lhp,8.6,43.6,0.328,0.261,58.401847826086964,55.524673913043486,False,18.032591887675345,38
Pete Alonso,624413,2,R,BAL,Andrew Painter,PHI,R,PHI@BAL,6:05 PM CT,official,0.2508710801393728,vs_rhp,12.1,54.7,0.375,0.271,58.21367051393728,60.414491506968645,False,24.67959232746007,39
Matt Olson,621566,3,L,ATL,Foster Griffin,WSH,L,WSH@ATL,6:15 PM CT,official,0.2620320855614973,vs_lhp,14.2,50.2,0.355,0.245,57.99195855614973,59.08535427807487,False,22.935467009024066,40
Francisco Alvarez,682626,9,R,NYM,Janson Junk,MIA,R,MIA@NYM,6:10 PM CT,official,0.26704545454545453,vs_rhp,16.2,44.3,0.343,0.246,57.83173295454546,58.43258522727273,False,28.05293465223952,41
Brandon Nimmo,607043,4,L,TEX,Hunter Brown,HOU,R,TEX@HOU,7:15 PM CT,official,0.2482758620689655,vs_rhp,11.6,52.5,0.371,0.291,57.617898706896554,59.890980603448284,False,21.694392042531298,42
José Ramírez,608070,2,S,CLE,Mitch Bratt,AZ,L,AZ@CLE,6:10 PM CT,official,0.3058823529411765,vs_lhp,5.9,41.6,0.347,0.279,57.21448529411765,54.700367647058826,False,4.798683701122726,43
Brice Turang,668930,1,L,MIL,Ryan Johnson,LAA,R,MIL@LAA,8:38 PM CT,prior:2026-07-29,0.2975778546712803,vs_rhp,8.2,42.3,0.347,0.258,57.10372296712803,55.15045523356402,False,23.170593708351145,44
Bryce Eldridge,805811,3,L,SF,Bradgley Rodriguez,SD,R,SF@SD,8:45 PM CT,prior:2026-07-30,0.25142857142857145,vs_rhp,12.7,53.3,0.358,0.251,57.09191964285715,58.792366071428575,False,24.716133949725695,45
Kyle Schwarber,656941,2,L,PHI,Brandon Young,BAL,R,PHI@BAL,6:05 PM CT,official,0.22746781115879827,vs_rhp,17.8,52.2,0.368,0.24,57.06490611587982,60.65526555793991,False,35.66888111888112,46
Otto Lopez,672640,3,R,MIA,Kodai Senga,NYM,R,MIA@NYM,6:10 PM CT,official,0.3052959501557632,vs_rhp,6.5,41.7,0.331,0.288,57.03928251557632,54.472610007788155,False,8.107897507897508,47
Paul Goldschmidt,502671,1,R,NYY,Shota Imanaga,CHC,L,NYY@CHC,1:20 PM CT,official,0.31666666666666665,vs_lhp,11.0,36.7,0.307,0.231,56.95760416666666,53.19989583333333,False,18.363111102291153,48
Randy Arozarena,668227,2,R,SEA,Zebby Matthews,MIN,R,MIN@SEA,9:10 PM CT,prior:2026-07-30,0.29285714285714287,vs_rhp,8.0,42.3,0.351,0.265,56.87290178571429,55.26316964285715,False,22.991827763116127,49
Sam Antonacci,803011,1,L,CWS,Nick Martinez,TB,R,CWS@TB,6:10 PM CT,official,0.3054393305439331,vs_rhp,6.3,36.5,0.354,0.285,56.7929955543933,54.242904027196644,False,12.69352540113535,50
Brandon Marsh,669016,5,L,PHI,Brandon Young,BAL,R,PHI@BAL,6:05 PM CT,official,0.29818181818181816,vs_rhp,9.1,45.1,0.311,0.261,56.760994318181815,54.50377840909091,False,18.836158681359922,51
Nick Gonzales,693304,6,R,PIT,Hunter Greene,CIN,R,PIT@CIN,5:10 PM CT,official,0.3333333333333333,vs_rhp,3.1,35.8,0.323,0.283,56.59520833333333,51.64729166666667,False,17.976033199728313,52
Joc Pederson,592626,1,L,TEX,Hunter Brown,HOU,R,TEX@HOU,7:15 PM CT,official,0.26153846153846155,vs_rhp,11.2,49.1,0.353,0.259,56.55103365384616,57.30223557692308,False,21.204388167270167,53
Rafael Devers,646240,4,L,SF,Bradgley Rodriguez,SD,R,SF@SD,8:45 PM CT,prior:2026-07-30,0.275,vs_rhp,11.3,50.2,0.327,0.233,56.455625000000005,55.926875,False,19.74507423934147,54
Heliot Ramos,671218,2,R,SF,Bradgley Rodriguez,SD,R,SF@SD,8:45 PM CT,prior:2026-07-30,0.25462962962962965,vs_rhp,13.9,48.8,0.331,0.268,56.43171296296296,57.61523148148149,False,23.891613122010426,55
Cooper Pratt,806198,9,R,MIL,Ryan Johnson,LAA,R,MIL@LAA,8:38 PM CT,prior:2026-07-29,0.3253012048192771,vs_rhp,4.4,31.1,0.343,0.283,56.30480798192771,51.99787274096386,False,14.845994640280356,56
Riley Greene,682985,5,L,DET,Jeffrey Springs,ATH,L,DET@ATH,8:40 PM CT,prior:2026-07-29,0.22580645161290322,vs_lhp,15.3,50.5,0.371,0.265,56.107832661290324,59.64063508064516,False,30.094532938445532,57
Brandon Lowe,664040,2,L,PIT,Hunter Greene,CIN,R,PIT@CIN,5:10 PM CT,official,0.26881720430107525,vs_rhp,12.3,44.9,0.338,0.248,56.09703293010753,56.04554771505377,False,30.76190868804362,58
Tyler Stephenson,663886,4,R,CIN,Paul Skenes,PIT,R,PIT@CIN,5:10 PM CT,official,0.2669902912621359,vs_rhp,11.2,45.5,0.347,0.254,56.01871662621359,56.14732706310679,False,30.19730977908259,59
Kyle Stowers,669065,4,L,MIA,Kodai Senga,NYM,R,MIA@NYM,6:10 PM CT,official,0.2550607287449393,vs_rhp,12.3,54.9,0.329,0.231,55.89951037449393,56.782098937246964,False,27.447319642450182,60
Mickey Moniak,666160,2,L,COL,Michael Wacha,KC,R,KC@COL,7:40 PM CT,official,0.29441624365482233,vs_rhp,11.1,43.3,0.304,0.227,55.85818686548223,53.50924968274112,False,21.728484704553246,61
Tommy Edman,669242,1,S,LAD,Ranger Suarez,BOS,L,BOS@LAD,9:10 PM CT,prior:2026-07-30,0.27586206896551724,vs_lhp,6.9,39.1,0.366,0.314,55.848394396551726,55.49091594827586,False,14.33363325007569,62
Max Muncy,571970,4,L,LAD,Ranger Suarez,BOS,L,BOS@LAD,9:10 PM CT,prior:2026-07-30,0.25333333333333335,vs_lhp,13.8,44.6,0.355,0.245,55.827083333333334,56.985416666666666,False,18.654102195034184,63
Miguel Vargas,678246,3,R,CWS,Nick Martinez,TB,R,CWS@TB,6:10 PM CT,official,0.22545454545454546,vs_rhp,14.4,47.0,0.388,0.269,55.74107954545455,59.287102272727275,False,12.301823045955489,64
Lars Nootbaar,663457,5,L,STL,Dylan Cease,TOR,R,STL@TOR,6:07 PM CT,official,0.26956521739130435,vs_rhp,9.3,50.9,0.336,0.239,55.60308423913044,55.316698369565216,False,23.340512084230678,65
Nathaniel Lowe,663993,5,L,CIN,Paul Skenes,PIT,R,PIT@CIN,5:10 PM CT,official,0.27230046948356806,vs_rhp,10.1,40.5,0.351,0.27,55.59848444835681,55.25408597417841,False,28.284107653914084,66
Bryan Reynolds,668804,3,S,PIT,Hunter Greene,CIN,R,PIT@CIN,5:10 PM CT,official,0.25660377358490566,vs_rhp,11.5,46.9,0.355,0.248,55.57506485849056,56.413001179245285,False,27.061407522650317,67
Jackson Chourio,694192,2,R,MIL,Ryan Johnson,LAA,R,MIL@LAA,8:38 PM CT,prior:2026-07-29,0.2631578947368421,vs_rhp,12.6,45.2,0.329,0.252,55.46891447368421,55.6522697368421,False,20.45530492898914,68
Ryan O'Hearn,656811,5,L,PIT,Hunter Greene,CIN,R,PIT@CIN,5:10 PM CT,official,0.29098360655737704,vs_rhp,7.4,44.1,0.323,0.256,55.388673155737706,53.34636782786886,False,23.852598259034554,69
Dillon Dingler,693307,4,R,DET,Jeffrey Springs,ATH,L,DET@ATH,8:40 PM CT,prior:2026-07-29,0.24347826086956523,vs_lhp,10.9,45.3,0.371,0.284,55.20876358695652,57.150475543478265,False,21.629154015157123,70
Freddie Freeman,518692,3,L,LAD,Ranger Suarez,BOS,L,BOS@LAD,9:10 PM CT,prior:2026-07-30,0.24193548387096775,vs_lhp,9.7,43.3,0.38,0.297,54.773860887096774,56.791461693548385,False,18.296177471386272,71
Luke Raley,670042,7,L,SEA,Zebby Matthews,MIN,R,MIN@SEA,9:10 PM CT,prior:2026-07-30,0.2320675105485232,vs_rhp,15.7,47.1,0.342,0.252,54.753938554852326,57.23618802742617,False,31.212840876963018,72
Alex Jackson,656577,8,R,MIN,Bryce Miller,SEA,R,MIN@SEA,9:10 PM CT,prior:2026-07-30,0.38095238095238093,vs_rhp,2.3,34.9,0.223,0.194,54.5074255952381,44.50293154761905,False,27.790444706808344,73
Hunter Goodman,696100,3,R,COL,Michael Wacha,KC,R,KC@COL,7:40 PM CT,official,0.2364341085271318,vs_rhp,16.9,45.1,0.332,0.232,54.468098352713184,56.422017926356595,False,26.63828083059546,74
Jared Young,676724,6,L,NYM,Janson Junk,MIA,R,MIA@NYM,6:10 PM CT,official,0.2653061224489796,vs_rhp,10.0,46.2,0.33,0.243,54.44498724489796,54.14593112244898,False,18.26930686087488,75
Andy Pages,681624,2,R,LAD,Ranger Suarez,BOS,L,BOS@LAD,9:10 PM CT,prior:2026-07-30,0.27102803738317754,vs_lhp,7.9,43.9,0.337,0.267,54.43811623831776,53.788589369158885,False,14.093675134634264,76
Kody Clemens,665019,5,L,MIN,Bryce Miller,SEA,R,MIN@SEA,9:10 PM CT,prior:2026-07-30,0.24719101123595505,vs_rhp,12.4,46.8,0.331,0.251,54.1472261235955,55.21392556179775,False,24.12864448429302,77
Heriberto Hernández,681715,6,R,MIA,Kodai Senga,NYM,R,MIA@NYM,6:10 PM CT,official,0.22560975609756098,vs_rhp,13.2,51.1,0.352,0.251,54.0737881097561,56.91267530487805,False,25.29938248847926,78
Wyatt Langford,694671,2,R,TEX,Hunter Brown,HOU,R,TEX@HOU,7:15 PM CT,official,0.2926829268292683,vs_rhp,8.5,38.6,0.308,0.243,54.07079268292682,51.41164634146341,False,16.410691362552722,79
Pedro Ramírez,699393,2,S,CHC,Will Warren,NYY,R,NYY@CHC,1:20 PM CT,official,0.3125,vs_rhp,2.6,43.4,0.294,0.262,54.064375,49.835625,False,17.903987408184683,80
Troy Johnston,687859,7,L,COL,Michael Wacha,KC,R,KC@COL,7:40 PM CT,official,0.31004366812227074,vs_rhp,2.0,38.1,0.322,0.276,53.974054312227075,50.082495906113536,False,18.286815817331217,81
Spencer Jones,682987,7,L,NYY,Shota Imanaga,CHC,L,NYY@CHC,1:20 PM CT,official,0.23529411764705882,vs_lhp,10.2,64.6,0.307,0.216,53.55316176470588,55.17345588235294,False,38.70399159663865,82
Vladimir Guerrero Jr.,665489,2,R,TOR,Kyle Leahy,STL,R,STL@TOR,6:07 PM CT,official,0.26,vs_rhp,6.7,43.8,0.342,0.289,53.49125,53.52375000000001,False,14.5220466818405,83
Ketel Marte,606466,4,S,AZ,Tanner Bibee,CLE,R,AZ@CLE,6:10 PM CT,official,0.23961661341853036,vs_rhp,10.3,43.3,0.353,0.286,53.45884884185303,55.12614317092651,False,12.980823322330528,84
Sal Stewart,701398,2,R,CIN,Paul Skenes,PIT,R,PIT@CIN,5:10 PM CT,official,0.24115755627009647,vs_rhp,13.7,39.9,0.346,0.248,53.345443127009645,54.71819031350482,False,25.92718221836643,85
Julio Rodríguez,677594,4,R,SEA,Zebby Matthews,MIN,R,MIN@SEA,9:10 PM CT,prior:2026-07-30,0.2517482517482518,vs_rhp,8.8,43.0,0.346,0.272,53.256700174825184,53.840537587412584,False,22.065188758886954,86
Dane Myers,667472,7,R,CIN,Paul Skenes,PIT,R,PIT@CIN,5:10 PM CT,official,0.2911392405063291,vs_rhp,5.6,35.5,0.336,0.248,53.17298655063291,50.52289952531646,False,32.83744397549297,87
JJ Wetherholt,802139,1,L,STL,Dylan Cease,TOR,R,STL@TOR,6:07 PM CT,official,0.2567049808429119,vs_rhp,7.2,44.7,0.349,0.259,53.113935584291184,53.244311542145596,False,17.39942371004659,88
TJ Rumfield,681198,4,L,COL,Michael Wacha,KC,R,KC@COL,7:40 PM CT,official,0.31153846153846154,vs_rhp,5.1,28.0,0.322,0.251,53.001971153846156,48.643798076923076,False,11.816575453796851,89
Carson Benge,701807,4,L,NYM,Janson Junk,MIA,R,MIA@NYM,6:10 PM CT,official,0.26,vs_rhp,7.7,40.6,0.337,0.277,52.839375000000004,52.628125000000004,False,21.594705395527193,90
Kevin McGonigle,805808,2,L,DET,Jeffrey Springs,ATH,L,DET@ATH,8:40 PM CT,prior:2026-07-29,0.2627118644067797,vs_lhp,7.1,37.0,0.357,0.268,52.70056144067797,52.303718220338986,False,22.62546689303905,91
Vaughn Grissom,687093,4,R,LAA,Shane Drohan,MIL,L,MIL@LAA,8:38 PM CT,prior:2026-07-29,0.25925925925925924,vs_lhp,7.2,41.5,0.338,0.268,52.517488425925926,52.25140046296296,False,9.44993081889925,92
JJ Bleday,668709,3,L,CIN,Paul Skenes,PIT,R,PIT@CIN,5:10 PM CT,official,0.23444976076555024,vs_rhp,10.6,41.9,0.363,0.256,52.46716357655502,54.217800538277515,False,23.428188590504693,93
Jung Hoo Lee,808982,5,L,SF,Bradgley Rodriguez,SD,R,SF@SD,8:45 PM CT,prior:2026-07-30,0.3076923076923077,vs_rhp,2.4,28.8,0.317,0.296,52.39735576923077,48.27399038461539,False,7.70663969198015,94
Dalton Rushing,687221,8,L,LAD,Ranger Suarez,BOS,L,BOS@LAD,9:10 PM CT,prior:2026-07-30,0.22807017543859648,vs_lhp,12.3,44.5,0.343,0.256,52.34670504385965,54.471321271929824,False,30.289316613733433,95
Francisco Lindor,596019,2,S,NYM,Janson Junk,MIA,R,MIA@NYM,6:10 PM CT,official,0.22602739726027396,vs_rhp,9.8,49.1,0.351,0.259,52.2449272260274,54.5466823630137,False,21.133333333333333,96
Liam Hicks,689414,1,L,MIA,Kodai Senga,NYM,R,MIA@NYM,6:10 PM CT,official,0.3082706766917293,vs_rhp,3.8,30.1,0.311,0.25,51.99113016917293,47.546971334586466,False,3.4000805152979066,97
Bo Bichette,666182,3,R,NYM,Janson Junk,MIA,R,MIA@NYM,6:10 PM CT,official,0.2631578947368421,vs_rhp,6.2,40.8,0.321,0.279,51.87266447368421,51.068519736842106,False,21.963812808059863,98
Cole Young,702284,1,L,SEA,Zebby Matthews,MIN,R,MIN@SEA,9:10 PM CT,prior:2026-07-30,0.2664233576642336,vs_rhp,5.2,38.9,0.333,0.278,51.80639826642336,50.77960538321168,False,15.240983170210756,99
A.J. Ewing,805999,1,L,NYM,Janson Junk,MIA,R,MIA@NYM,6:10 PM CT,official,0.2677595628415301,vs_rhp,6.2,41.8,0.317,0.251,51.66720628415301,50.3442281420765,False,25.652963647616655,100
Xavier Edwards,669364,2,S,MIA,Kodai Senga,NYM,R,MIA@NYM,6:10 PM CT,official,0.2983606557377049,vs_rhp,4.1,28.7,0.321,0.265,51.650128073770496,47.976470286885245,False,11.67505463129033,101
Trent Grisham,663757,5,L,NYY,Shota Imanaga,CHC,L,NYY@CHC,1:20 PM CT,official,0.23333333333333334,vs_lhp,10.0,44.8,0.343,0.248,51.62520833333333,53.10729166666667,False,22.187131906053963,102
Anthony Seigler,678011,1,S,BOS,Edgardo Henriquez,LAD,R,BOS@LAD,9:10 PM CT,prior:2026-07-30,0.2716049382716049,vs_rhp,6.6,37.4,0.321,0.252,51.565493827160495,49.932746913580246,False,23.736198327737643,103
Andrew Benintendi,643217,5,L,CWS,Nick Martinez,TB,R,CWS@TB,6:10 PM CT,official,0.25,vs_rhp,8.6,44.8,0.315,0.249,51.505625,51.516875,False,21.094277901904032,104
Zach Neto,687263,1,R,LAA,Shane Drohan,MIL,L,MIL@LAA,8:38 PM CT,prior:2026-07-29,0.2524271844660194,vs_lhp,12.6,40.1,0.31,0.204,51.41990594660194,51.06417172330097,False,29.875427513195266,105
Kyle Karros,691720,5,R,COL,Michael Wacha,KC,R,KC@COL,7:40 PM CT,official,0.24352331606217617,vs_rhp,8.2,42.5,0.34,0.256,51.40326910621762,52.030228303108814,False,21.14946928481626,106
José Tena,677588,8,L,WSH,Bryce Elder,ATL,R,WSH@ATL,6:15 PM CT,official,0.24,vs_rhp,8.7,50.4,0.309,0.247,51.3625,52.084999999999994,False,27.703179682160666,107
Ryan Kreidler,668952,9,R,MIN,Bryce Miller,SEA,R,MIN@SEA,9:10 PM CT,prior:2026-07-30,0.28,vs_rhp,7.6,36.4,0.298,0.234,51.305,48.78,False,28.33168632134149,108
Hao-Yu Lee,701678,3,R,DET,Jeffrey Springs,ATH,L,DET@ATH,8:40 PM CT,prior:2026-07-29,0.2692307692307692,vs_lhp,9.4,39.1,0.289,0.234,51.26026442307692,49.52685096153846,False,22.32580414228937,109
Spencer Torkelson,679529,7,R,DET,Jeffrey Springs,ATH,L,DET@ATH,8:40 PM CT,prior:2026-07-29,0.23469387755102042,vs_lhp,13.9,42.0,0.317,0.216,51.230637755102045,52.280943877551024,False,29.99968622957082,110
Luis Arraez,650333,1,L,SF,Bradgley Rodriguez,SD,R,SF@SD,8:45 PM CT,prior:2026-07-30,0.328719723183391,vs_rhp,0.5,20.1,0.305,0.287,51.160409818339105,44.95004865916955,False,3.447442220288173,111
Jackson Holliday,702616,6,L,BAL,Andrew Painter,PHI,R,PHI@BAL,6:05 PM CT,official,0.26229508196721313,vs_rhp,8.0,36.3,0.328,0.243,51.15107069672131,50.13819159836066,False,24.721609467455618,112
Kazuma Okamoto,672960,3,R,TOR,Kyle Leahy,STL,R,STL@TOR,6:07 PM CT,official,0.22945205479452055,vs_rhp,13.7,45.5,0.315,0.212,51.118017979452055,52.52729023972603,False,33.03790197461607,113
Luis Campusano,669134,6,R,SD,Carson Whisenhunt,SF,L,SF@SD,8:45 PM CT,official,0.23529411764705882,vs_lhp,8.8,44.1,0.342,0.249,51.09034926470588,52.26376838235294,False,31.66898395721925,114
Kyle Tucker,663656,6,L,LAD,Ranger Suarez,BOS,L,BOS@LAD,9:10 PM CT,prior:2026-07-30,0.2571428571428571,vs_lhp,6.6,38.2,0.335,0.26,51.04553571428571,50.488392857142856,False,15.712450261015588,115
Corbin Carroll,682998,1,L,AZ,Tanner Bibee,CLE,R,AZ@CLE,6:10 PM CT,official,0.20437956204379562,vs_rhp,12.2,49.0,0.348,0.251,50.89358120437956,54.473353102189776,False,22.436518813062765,116
Ian Happ,664023,5,S,CHC,Will Warren,NYY,R,NYY@CHC,1:20 PM CT,official,0.24285714285714285,vs_rhp,12.0,42.3,0.317,0.203,50.86665178571429,51.13441964285715,False,31.9690256888578,117
Joe Mack,691788,8,L,MIA,Kodai Senga,NYM,R,MIA@NYM,6:10 PM CT,official,0.2483221476510067,vs_rhp,9.9,39.7,0.316,0.238,50.72502726510067,50.61829488255034,False,17.384691932108815,118
Teoscar Hernández,606192,7,R,LAD,Ranger Suarez,BOS,L,BOS@LAD,9:10 PM CT,prior:2026-07-30,0.24242424242424243,vs_lhp,9.2,42.7,0.32,0.244,50.701486742424244,51.08714962121213,False,17.67896088782925,119
